id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
127,10/11/2014 00:00,1385000,5,3.75,3290,6480,2,No,No View,Very Good,10,1938,98199,47.653,-122.415
128,22/08/2014 00:00,1385000,3,2.25,2930,6000,2,No,Average,Average,11,2000,98112,47.6301,-122.301
129,11/09/2014 00:00,1385000,3,3,2490,3600,2,No,Good,Good,8,1911,98119,47.6313,-122.369
130,27/05/2014 00:00,1381000,4,3.75,3160,9525,2.5,No,No View,Average,10,1997,98040,47.5623,-122.221
131,12/05/2015 00:00,1380000,5,4.25,4050,18827,1,No,Average,Good,10,1979,98040,47.5323,-122.237
132,05/03/2015 00:00,1380000,6,4.5,5740,10312,2,No,Average,Average,11,2000,98006,47.5533,-122.11
133,23/07/2014 00:00,1379900,3,3.25,3786,38038,1,Yes,Excellent,Average,9,1978,98070,47.3907,-122.448
134,14/01/2015 00:00,1378600,5,3.25,3450,6360,2,No,No View,Very Good,9,1905,98122,47.6133,-122.287
135,09/12/2014 00:00,1378000,5,3.5,5150,12230,2,No,Average,Average,10,2007,98008,47.6249,-122.09
136,03/04/2015 00:00,1378000,5,3.5,3680,8680,2,No,No View,Average,9,2003,98033,47.6575,-122.197
137,15/07/2014 00:00,1375000,5,4,3760,22763,1,No,Good,Good,11,1969,98040,47.5333,-122.22
138,24/12/2014 00:00,1375000,5,4.5,4350,13405,2,No,No View,Average,11,2014,98074,47.6018,-122.06
139,22/10/2014 00:00,1375000,3,1.5,1850,10572,1,No,No View,Good,8,1953,98004,47.6194,-122.208
140,24/10/2014 00:00,1375000,4,3.5,3500,9523,2,No,No View,Average,10,1996,98033,47.6848,-122.208
141,29/10/2014 00:00,1375000,5,3.75,3330,5042,2,No,Average,Average,9,2014,98103,47.6497,-122.339
142,21/01/2015 00:00,1375000,4,3.5,3130,4500,2,No,No View,Average,9,2014,98103,47.677,-122.33
143,06/06/2014 00:00,1370000,2,2.25,2460,16940,1.5,No,Excellent,Good,9,1936,98117,47.6792,-122.404
144,14/04/2015 00:00,1370000,5,2.25,3510,13843,1,No,Average,Average,8,1959,98040,47.5817,-122.246
145,09/05/2014 00:00,1370000,4,2.75,3720,9450,1,No,Excellent,Very Good,10,1962,98006,47.5627,-122.156
146,07/10/2014 00:00,1365000,4,4.75,5310,57346,2,No,No View,Good,11,1989,98077,47.7285,-122.042
147,11/06/2014 00:00,1365000,5,3.5,4210,17258,2,No,Good,Average,12,1995,98006,47.553,-122.114
148,30/05/2014 00:00,1365000,3,2.5,2090,6000,1.5,No,No View,Good,9,1928,98105,47.6567,-122.281
149,14/07/2014 00:00,1365000,2,3.25,2700,3444,3,Yes,Good,Average,9,1990,98075,47.5684,-122.06
150,23/02/2015 00:00,1364000,4,2.5,3560,8960,2,No,No View,Average,10,2001,98033,47.6903,-122.213
151,09/10/2014 00:00,1362500,3,2,2310,21318,1,No,No View,Average,10,1979,98004,47.6381,-122.224
152,07/07/2014 00:00,1360000,4,3,5430,108900,2,No,No View,Good,10,1987,98053,47.6582,-122.038
153,24/02/2015 00:00,1360000,2,1.75,2620,14138,2,Yes,Excellent,Average,8,1931,98125,47.7142,-122.277
154,23/03/2015 00:00,1360000,4,3.5,4120,12626,2,No,Fair,Average,11,2014,98034,47.7089,-122.245
155,01/07/2014 00:00,1356920,4,3.5,4270,5800,2,No,Good,Very Good,10,1937,98199,47.6474,-122.411
156,24/04/2015 00:00,1355000,3,2.5,3600,21399,1,No,Good,Average,9,1950,98008,47.6191,-122.099
157,14/08/2014 00:00,1355000,5,3.75,4960,13990,2,No,Average,Average,11,2001,98006,47.5491,-122.137
158,29/05/2014 00:00,1355000,5,3.5,5960,13703,2,No,Average,Average,10,1984,98008,47.6151,-122.107
159,09/07/2014 00:00,1355000,4,3.5,3550,11000,1,No,Average,Average,11,1999,98006,47.5506,-122.134
160,25/06/2014 00:00,1355000,3,1.5,2680,4775,2,No,Average,Very Good,8,1913,98109,47.6333,-122.347
161,23/04/2015 00:00,1350000,4,4.75,5230,89298,2.5,No,No View,Average,11,2002,98038,47.4097,-122.063
162,11/03/2015 00:00,1350000,3,2.5,2753,65005,1,Yes,Average,Very Good,9,1953,98070,47.4041,-122.451
163,05/08/2014 00:00,1350000,4,3.75,4100,61419,2,No,No View,Average,9,2014,98029,47.5626,-122.005
164,23/04/2015 00:00,1350000,5,3,5530,38816,1.5,No,Average,Average,10,1969,98072,47.7352,-122.116
165,03/09/2014 00:00,1350000,4,3.25,5370,20388,2,No,Excellent,Good,11,1990,98198,47.405,-122.331
166,09/06/2014 00:00,1350000,4,3.25,3300,15907,2,No,No View,Very Good,10,1985,98040,47.5413,-122.216
167,28/07/2014 00:00,1350000,5,3.5,4800,14984,2,No,Average,Average,11,1998,98006,47.5543,-122.148
168,03/03/2015 00:00,1350000,4,3.5,4680,12495,2,No,No View,Average,10,2008,98033,47.6984,-122.206
169,17/03/2015 00:00,1350000,4,2,2240,10296,1,No,No View,Very Good,8,1948,98004,47.6177,-122.217
170,01/08/2014 00:00,1350000,3,2,2070,9600,1,No,Fair,Average,7,1946,98039,47.616,-122.239
171,26/09/2014 00:00,1350000,4,3.5,3500,9525,2,No,No View,Average,10,1999,98040,47.5641,-122.221
172,28/01/2015 00:00,1350000,4,4.5,3420,7440,3,No,No View,Average,9,2014,98103,47.6875,-122.33
173,21/07/2014 00:00,1350000,3,2.5,2390,5500,1,No,Good,Average,9,1952,98199,47.6389,-122.409
174,12/11/2014 00:00,1350000,4,3.5,3600,5217,2,No,No View,Average,9,1947,98112,47.6189,-122.286
175,09/09/2014 00:00,1350000,4,3.25,3030,5164,1.5,No,No View,Very Good,9,1925,98112,47.6394,-122.299
176,07/05/2015 00:00,1350000,4,1.75,2000,3728,1.5,No,No View,Good,9,1926,98112,47.643,-122.299
177,30/04/2015 00:00,1349000,4,3.5,4740,8611,2,No,Good,Average,11,2006,98027,47.5375,-122.07
178,29/04/2015 00:00,1348000,4,3.5,4640,9827,2,No,Average,Average,10,2007,98027,47.5524,-122.078
179,31/10/2014 00:00,1348000,5,3.25,3540,5971,1,No,Average,Average,10,2005,98033,47.6643,-122.202
180,12/05/2014 00:00,1346400,5,1.75,3380,20021,1,No,No View,Good,8,1963,98004,47.6395,-122.211
181,25/03/2015 00:00,1345000,4,3.25,3440,4920,2,No,Excellent,Average,10,2014,98116,47.5727,-122.409
182,07/05/2014 00:00,1340000,3,3,2960,5500,2,No,Average,Average,10,1937,98199,47.6356,-122.402
183,26/06/2014 00:00,1340000,4,3.5,3190,5040,2,No,Good,Average,10,2003,98144,47.5928,-122.29
184,21/07/2014 00:00,1340000,4,3,2760,4905,2,No,Fair,Good,9,1938,98105,47.6591,-122.27
185,21/10/2014 00:00,1339000,4,3.75,2130,34689,1.5,Yes,Excellent,Average,9,1955,98136,47.5489,-122.398
186,09/06/2014 00:00,1339000,4,2.5,4250,19387,2,No,Average,Good,9,1972,98040,47.5578,-122.212
187,30/01/2015 00:00,1339000,4,3.5,2980,6349,2,No,Good,Average,9,1998,98033,47.6819,-122.208
188,05/09/2014 00:00,1338750,3,2.75,2730,38869,1.5,Yes,Excellent,Average,9,1963,98146,47.4857,-122.361
189,30/10/2014 00:00,1337500,4,2.5,2900,21074,2,No,No View,Average,11,1986,98199,47.6696,-122.416
190,21/11/2014 00:00,1335000,4,4,5050,202554,2,No,No View,Average,10,2000,98027,47.5269,-121.922
191,18/12/2014 00:00,1335000,4,1.75,2300,13342,1.5,Yes,Excellent,Average,7,1934,98125,47.7308,-122.282
192,13/06/2014 00:00,1335000,5,2.25,4200,5800,2.5,No,No View,Good,9,1906,98112,47.6284,-122.312
193,13/11/2014 00:00,1333000,4,4.5,3130,5126,3,No,No View,Average,10,2014,98112,47.6239,-122.29
194,07/04/2015 00:00,1330000,4,3.5,3440,9776,2,No,No View,Average,10,2006,98040,47.5374,-122.216
195,25/06/2014 00:00,1330000,3,1.5,1940,2885,1.5,No,Average,Average,8,1900,98119,47.6308,-122.369
196,20/04/2015 00:00,1328000,5,3,3340,10796,1,No,Average,Average,9,1964,98040,47.5421,-122.229
197,24/03/2015 00:00,1328000,4,2.25,3260,4640,2,No,No View,Very Good,9,1907,98112,47.6272,-122.312
198,25/02/2015 00:00,1326000,3,2.25,2960,8330,1,No,Good,Good,10,1953,98177,47.7035,-122.385
199,29/07/2014 00:00,1325000,3,3.75,6400,76665,1,No,Average,Good,10,1966,98177,47.7313,-122.37
200,08/08/2014 00:00,1325000,4,2.5,4010,37076,2,No,No View,Good,12,1990,98052,47.7139,-122.106
201,12/06/2014 00:00,1325000,5,2.25,3200,20158,1,No,No View,Average,8,1965,98004,47.6303,-122.215
202,17/06/2014 00:00,1325000,4,4,4420,16526,2,No,No View,Average,11,2013,98075,47.5914,-122.027
203,10/07/2014 00:00,1325000,6,4.25,5720,10213,2,No,No View,Average,10,2004,98006,47.5464,-122.116
204,30/04/2015 00:00,1325000,3,2.5,3590,8400,1,No,No View,Average,9,1958,98005,47.595,-122.173
205,23/05/2014 00:00,1325000,4,3,3370,7920,1,No,Good,Average,10,1988,98117,47.6773,-122.403
206,20/06/2014 00:00,1325000,4,2.25,2870,6280,1.5,No,No View,Good,9,1905,98112,47.6329,-122.31
207,01/10/2014 00:00,1325000,3,2.25,2360,5504,2,No,No View,Good,8,1913,98122,47.617,-122.288
208,24/11/2014 00:00,1325000,3,2.5,2280,5000,2,No,Good,Good,9,1926,98105,47.6574,-122.278
209,11/08/2014 00:00,1325000,4,3.25,2850,4800,2.5,No,No View,Very Good,10,1905,98112,47.6292,-122.312
210,01/10/2014 00:00,1325000,4,3.25,2470,4760,1.5,No,No View,Very Good,9,1906,98112,47.6331,-122.31
211,06/03/2015 00:00,1325000,4,3.5,2170,3672,2,No,No View,Average,9,1905,98115,47.6828,-122.329
212,19/06/2014 00:00,1325000,4,2.5,2440,3600,2.5,No,No View,Good,8,1902,98119,47.6298,-122.362
213,23/02/2015 00:00,1325000,3,3,3180,2758,2,No,Average,Average,11,2008,98109,47.6377,-122.342
214,11/11/2014 00:00,1324050,3,3.25,3440,4080,2,No,No View,Average,9,2005,98105,47.6644,-122.28
215,25/08/2014 00:00,1321620,5,2.75,2410,19447,2,No,Average,Average,10,1968,98040,47.5549,-122.211
216,08/04/2015 00:00,1321500,3,3,2230,12968,2,No,No View,Average,9,1990,98004,47.6271,-122.197
217,19/12/2014 00:00,1320000,3,1.75,2040,42693,1,No,Average,Average,10,1980,98052,47.6479,-122.12
218,20/06/2014 00:00,1320000,4,3.5,4410,36200,2,No,No View,Average,11,1989,98006,47.5487,-122.126
219,25/07/2014 00:00,1320000,3,2.75,2680,20104,1,No,No View,Very Good,9,1964,98039,47.6304,-122.234
220,29/07/2014 00:00,1320000,4,3.25,3470,11843,1,No,Good,Average,11,1989,98006,47.5513,-122.135
221,17/11/2014 00:00,1320000,4,5.25,6110,10369,2,No,No View,Average,11,2005,98059,47.5285,-122.135
222,20/12/2014 00:00,1320000,4,3,2120,3600,2,No,Good,Good,8,1908,98119,47.6344,-122.369
223,13/02/2015 00:00,1315000,5,4,4420,36342,2,No,No View,Very Good,10,1982,98007,47.6468,-122.151
224,08/12/2014 00:00,1315000,4,3,2860,10292,1,No,No View,Good,8,1953,98004,47.6286,-122.206
225,24/09/2014 00:00,1315000,4,2.25,3180,6105,2,No,No View,Average,10,1905,98112,47.6255,-122.314
226,12/05/2014 00:00,1315000,4,3.5,3460,3997,2,No,No View,Average,10,2004,98103,47.6718,-122.329
227,20/02/2015 00:00,1313000,6,3,2980,7200,1.5,No,Average,Average,8,1911,98119,47.6366,-122.362
228,21/01/2015 00:00,1312000,3,3.25,4030,6300,2,No,No View,Average,10,2006,98105,47.6664,-122.276
229,17/11/2014 00:00,1311000,4,3.75,3490,5625,2,No,No View,Average,9,2014,98103,47.6685,-122.332
230,25/11/2014 00:00,1310000,5,3,3650,16600,1,No,Good,Good,9,1978,98006,47.56,-122.144
231,27/05/2015 00:00,1310000,4,2.25,3750,5000,2,No,No View,Very Good,8,1924,98115,47.6747,-122.303
232,21/01/2015 00:00,1310000,2,2.25,3950,3938,2,No,Excellent,Average,10,1991,98116,47.5912,-122.384
233,19/06/2014 00:00,1309500,4,4.5,4750,13912,2,No,Average,Average,10,2005,98118,47.5332,-122.265
234,30/06/2014 00:00,1309500,4,2.5,2680,12215,1,Yes,Excellent,Average,9,1956,98166,47.4396,-122.353
235,09/09/2014 00:00,1308000,5,2.5,3200,7863,1,No,Good,Very Good,8,1959,98199,47.6398,-122.39
236,08/05/2014 00:00,1307000,5,3.25,2800,3200,1.5,No,No View,Very Good,10,1932,98109,47.6421,-122.35
237,01/08/2014 00:00,1306000,5,2.5,2770,8100,2,No,No View,Average,9,2002,98004,47.6341,-122.208
238,27/04/2015 00:00,1305000,4,3.5,3440,5000,2,No,No View,Average,11,2006,98199,47.6672,-122.409
239,31/07/2014 00:00,1305000,5,3.5,3270,4080,2,No,No View,Average,9,2011,98115,47.6754,-122.327
240,23/04/2015 00:00,1302000,4,3.5,3590,5334,2,No,Average,Average,9,2006,98115,47.6763,-122.267
241,20/05/2014 00:00,1300000,4,3.5,4380,74052,1,No,No View,Average,11,2001,98053,47.6587,-122.009
